quantidade_picanha,tempo_médio_de_boteco,n_de_amigos_com_nome_junior,índice_de_solvência_do_cooler,quantas_tias_fizeram_maionese,cor_do_terno_que_vai_sujar,vezes_que_cantou_evidências,nível_de_birita_dog,horario_chegada_carvao,temperatura_churrasqueiro,pt_no_churrasco
5.671117368334277,6.590719976473446,1,0.3214567515440642,0,cinza,1,2.3294800401481517,12,38.36713864640095,0
2.836963163912251,8.575151072400748,1,0.48037802195784957,2,cinza,1,12.226290930972926,10,34.26808857759893,1
3.752867891211309,7.922368520612775,4,0.6238360697175214,3,cinza,1,12.213194673768829,17,39.4238879707728,1
4.19817105976215,3.359206763351314,0,0.9077907537858663,3,estampado,0,1.9802953242072474,10,37.52250106246771,1
4.736419905302215,11.45838336795833,3,0.8090183488364155,0,estampado,0,10.46461601908438,14,36.26144572150759,1
6.711055768358081,8.854763000349223,0,0.8198945648399867,3,estampado,0,3.329942963739445,16,37.286776934684504,1
3.1980426929501586,6.652248630136809,1,0.5978453341136527,3,branco,0,24.247056300276665,10,33.44752953420336,1
5.085406630481669,7.340648954812227,2,0.542154494782874,3,estampado,1,28.430640778934123,12,37.81730562296134,1
5.554487413172255,5.0352007491334785,2,0.5597271340892218,3,lilás,1,2.169494257738158,13,34.94125698363586,1
2.278702476319986,2.9727718740138895,0,0.9913546946152405,2,lilás,1,28.653456218751042,13,34.29465942831293,1
5.645269111408631,4.271672143815139,0,0.3280764339887377,3,cinza,2,15.677297980102354,14,33.95528162756422,1
3.0231447421237494,9.09415332557243,1,0.906922047285714,1,estampado,0,8.986970338616217,15,39.22537674997985,1
2.390309557911677,0.17272186355707042,0,0.7050727860006754,0,lilás,1,2.3058622582849053,12,35.74147321261442,1
7.69331322352,1.3928716860829948,1,0.6070307934327133,2,cinza,1,15.018728042112535,12,40.067455419832996,1
7.793792198447356,0.552031704261033,1,0.8076803622905955,3,estampado,0,23.83546633472246,10,35.928397073895404,1
6.850384088698767,0.48874562782764164,1,0.640668258997292,2,branco,1,21.212594318000946,16,33.585284084814106,1
3.8276826150402243,10.265527008132086,1,0.9113962666571624,3,lilás,1,1.506780343919213,12,34.76695112010268,1
2.586032684038303,8.443894312560284,4,0.9304913048078809,1,branco,1,2.187055061037105,11,39.47162324001388,1
6.105398159072942,5.690085949047902,0,0.5952046488114188,0,estampado,1,12.086198478979114,15,36.688203644126666,1
4.640914962437607,1.1740099278120177,3,0.49377945806453605,3,lilás,3,8.858714821438298,10,35.9034254070188,1
2.732229409068673,5.899390501401989,1,0.7146452300153535,3,estampado,0,6.971529691681435,11,37.320036451705576,1
4.971061460667621,5.681661249366789,0,0.9386543419316837,3,branco,0,8.430134967261408,14,38.00356547233509,1
2.2063311266913104,2.078422438920182,1,0.44746353230396657,3,lilás,0,24.10448229890654,13,39.23479763180492,1
7.455922412472693,5.206219790855677,1,0.7360766084944379,0,branco,0,27.876841608955615,14,39.896998459785856,1
3.5526798896001015,4.782056812768481,0,0.7420921540647644,0,estampado,1,12.153080835826993,13,36.28046270842183,1
5.975133706123891,7.390201176626597,1,0.8131791156906967,1,estampado,0,27.18333006397491,14,34.34790462783592,1
3.8702664565364655,7.621123810411726,1,0.39209737958908186,0,branco,1,9.64487103743646,12,36.173069677753446,0
5.120408127066865,0.5436481172645342,2,0.8010774752774619,3,lilás,1,14.293109590313748,11,37.520561013165775,1
5.280261676059678,4.495351375517655,1,0.9363227644659486,1,branco,1,6.780869934479991,13,35.072482147578775,1
3.109126733153162,7.510318988570837,0,0.42577817620916936,1,estampado,0,19.214281265275318,10,35.085698170209916,1
7.817507766587351,6.037635102961053,3,0.4662803274467143,1,branco,1,29.369433455244266,11,37.68757576309977,1
6.650796940166687,10.277878094259867,3,0.9799765658291477,3,estampado,1,18.10479288130136,10,36.9026952968591,1
7.6369936493851345,7.90432357942734,1,0.42668386689664284,2,branco,0,10.734422523406465,11,37.065593990823174,1
7.368964102565893,1.9552131249771563,3,0.8980695653587054,3,lilás,1,19.434523379715852,11,35.48300933059986,1
5.587399872866511,0.8468249688051581,2,0.6445944995136244,0,lilás,2,3.687620353961627,14,36.539198571588464,0
7.531245410138701,7.709031338475787,0,0.4730617520822239,0,branco,1,26.65977240796196,13,35.151533711463394,1
2.5309550123115168,0.31813572649946176,3,0.909524930890758,3,branco,1,15.092518523395091,13,38.78039682224957,1
3.175897174514871,7.02930697528156,1,0.6117136785018658,3,lilás,2,13.480492261189262,16,39.0704986694475,1
2.2713637334632284,11.282762897099492,0,0.6603721477507831,1,estampado,1,17.575943653605577,11,33.307624275523814,1
3.951981984579586,6.9056901345105475,0,0.551463358579836,3,lilás,1,18.743515883682072,12,35.14097827961518,1
4.332063738136892,4.658039114478263,3,0.7150655960044492,1,estampado,2,2.153274186795391,12,34.006941489819845,0
3.6280941906433757,7.719458621308238,3,0.4144667108095159,0,branco,0,20.47851663670207,10,35.6999521311862,1
6.972425054911576,5.4990346858981995,1,0.5737570756562325,1,branco,0,7.257950409465888,10,36.83312406041928,0
4.1405199601615355,6.547401471791219,2,0.9785886256347012,3,estampado,0,21.418578975197693,14,34.10070956060294,1
3.6856070581242846,11.297577705318302,1,0.48069340289078927,0,branco,0,24.676043831525902,11,35.156280373749375,1
5.256176498949491,4.6332316536092915,1,0.7597156651789045,2,estampado,2,24.118755226575608,10,34.992085255837004,1
2.845545349848576,11.534286765886971,2,0.5276330449572864,1,cinza,0,16.575029022236674,10,37.41453465879789,1
6.813181884524238,10.864207703472765,2,0.8414311879806204,0,lilás,2,15.605096769322536,15,37.1386886740725,1
2.447303862078625,2.3494936174715573,0,0.39161156250284485,1,cinza,2,4.2862788401823515,11,35.556524893325495,1
7.921321619603104,0.8323356105019855,4,0.9788747315549813,0,estampado,1,23.260384512094067,17,37.3536417442788,1
6.633468615779945,1.2093360165291198,0,0.6176526789685475,0,lilás,0,8.142281413401431,14,35.90663983082547,0
3.1922940892050344,0.21866190781859673,1,0.46523532434252474,1,estampado,3,14.900862684538396,10,36.45668977934789,1
2.0331327027416144,1.1333155290711407,1,0.35144772313100886,2,lilás,1,8.528222787825502,14,40.34690418059707,1
6.892768570729005,8.196081280996282,3,0.41883053356127853,0,lilás,1,4.014850889990794,13,39.6809221035807,1
6.241144063085702,0.8542637815227478,1,0.6638417639892124,0,lilás,2,18.886730906752096,14,34.400837526144805,1
6.374043008245923,3.8277075635251356,1,0.5359022235019004,0,lilás,0,1.629961044687115,17,38.65946483575835,1
6.627622080115675,10.138503731633454,2,0.8802183561178265,2,estampado,1,22.459357023785998,12,38.62279310898318,1
2.444267910404542,0.2792632288299104,1,0.6016212665632641,2,lilás,0,9.5276038578335,17,34.70347342249477,1
4.150794371265635,9.77362179106723,3,0.4740999908113409,3,lilás,0,0.004040790134559602,12,38.63755528750972,1
2.6952143571507783,3.382257297280799,1,0.7320014906228209,1,cinza,0,15.333874177116893,14,40.07586383682511,1
7.178620555253561,1.417977931459875,0,0.794744051819812,2,branco,2,1.4055572558280938,12,34.754910387511174,1
5.7397887609653475,8.360845984369808,2,0.4169293355306649,1,branco,3,8.285086734626985,13,35.16499435797147,1
3.985388149115895,7.547314161358608,2,0.4173334514018223,3,cinza,2,21.209294623671486,11,39.035322933687006,1
2.3813501017161416,10.529664162324636,2,0.3256699988534801,1,cinza,0,1.880688648655976,12,37.5429906216513,1
3.865893930293973,8.820852525646629,0,0.8154814105459482,2,estampado,0,25.18015477068007,12,38.102952550479046,1
3.9510999321604823,9.641771164618183,5,0.7646631693352635,1,estampado,2,0.11459767975749324,14,37.68117843280099,1
6.377637070028385,3.384414870855678,0,0.6322416130248697,2,estampado,1,7.404716076057067,13,37.78139184185629,1
5.8253448281312785,2.129274525356674,2,0.890919314278438,1,cinza,2,22.227121684562142,16,34.34705574337784,1
7.323276455457959,9.0073770196903,4,0.8639691070650373,2,cinza,2,9.488104491879204,16,39.0946354132429,1
4.8332895509716955,9.682016871207168,2,0.7097480550777264,2,lilás,1,3.056771641980406,16,39.33917998485555,1
2.71756547562981,11.88606170400808,4,0.907789896359281,1,estampado,2,10.807017564012837,16,36.541218511863946,1
6.2794687233379705,4.951412122937118,0,0.44408884702573775,3,estampado,1,8.111798591535766,11,36.91304610037228,1
6.564710291701385,4.464217029513398,2,0.3783437335784095,0,estampado,2,25.281357064816646,17,33.93778499488855,1
5.367663185416977,9.316955528903963,1,0.4888247280618927,3,branco,2,9.400437527554294,14,38.02850951203567,1
6.6258030797273655,4.089642483036214,2,0.3399607992625204,1,lilás,2,23.667974153280216,14,38.14411488342829,1
4.9627735781863445,11.169087907242776,2,0.6718186696007225,3,estampado,1,26.75616434432204,15,36.87561796600138,1
5.136396976291964,10.300953022116142,1,0.9556239846064729,2,estampado,0,13.014522587295886,13,39.24870671974101,1
4.565246110151298,5.14792832850022,0,0.32754047846795675,0,estampado,0,27.29829431563176,16,36.33184553804012,1
2.1525147604645714,9.010452813497968,0,0.38547693980701875,1,branco,2,11.319541618895785,11,38.129211851787204,1
2.6473485619598267,9.054514489016189,1,0.6165393197984046,1,branco,1,28.922352494703244,13,34.96067132261577,1
2.1885751141204057,1.2374864260311913,2,0.9537125122695334,1,cinza,0,2.678685735767188,16,36.952895698251524,1
5.818462467582682,10.8306348801548,1,0.5213092734837254,0,lilás,2,20.610577995097284,11,36.65129148419433,1
3.88613588645796,6.063028469374286,1,0.6550643660818747,2,cinza,3,14.81442121370786,13,37.45061584408188,1
5.051424146988216,9.917489593292899,1,0.3291010013352745,1,lilás,1,11.629464163669411,14,36.26094614233328,1
7.445398843556558,3.840595212367341,1,0.4038402406734622,3,branco,2,18.981356362458026,14,36.737054808656666,1
3.4957533748932494,10.746278741954406,3,0.9906410860711927,1,estampado,0,21.115712749029935,17,38.65209434288301,1
4.462297538213779,4.670420144809958,1,0.9755830875052318,1,cinza,1,0.13089808950927262,10,36.12647152552356,1
6.533306831258292,0.13005181776358032,1,0.30345798665408674,1,estampado,2,5.008592662415961,17,33.78684579852264,1
3.3727889929497348,10.864583717031163,0,0.9662682497962671,1,cinza,1,21.39138151902956,12,40.49916780841084,1
2.461879458972758,1.0954401214336027,0,0.7473839564708502,2,branco,3,19.991562407346194,17,39.76290815738097,1
3.738508717482608,3.8317636510849784,2,0.9075428061640154,3,branco,0,28.981425153860314,16,34.41547460978876,1
2.9673277235240265,11.400743604609659,2,0.6183178989437013,2,branco,2,22.83113370752349,15,38.37941561049039,1
7.578185914055439,11.407285763250673,1,0.6609172200054751,3,cinza,0,28.523181231940143,13,35.99405045889731,1
6.848722277386502,6.881254657479433,1,0.6421926061798441,1,lilás,2,21.076215046044208,15,37.52697443066212,1
5.800422539062541,7.582046546037591,0,0.766804980282273,0,cinza,0,8.941566259183295,10,37.588448258026986,0
7.228763541126306,5.381346263739838,3,0.397755878329419,2,lilás,2,3.1609476675256944,12,36.531184399367355,1
6.822032461394687,3.5185292603767744,2,0.32098151291087457,0,cinza,0,23.454715900348067,13,35.432468668827205,1
3.1194203533162153,3.9439745444389915,0,0.5155509591138336,2,cinza,0,19.32447664427748,11,35.61891789536748,1
7.355353990939866,8.07022147292446,2,0.7932765339156527,1,branco,0,1.4455803717988869,16,35.167616169037515,1
5.2360534514939046,9.02849435325216,0,0.4412974164860638,2,estampado,1,10.80151397702935,12,35.33635558353911,1
6.844640930984375,9.498948524710183,1,0.7714027033274421,1,estampado,2,28.703994464528584,14,36.86564341990129,1
7.376547799540959,9.475417713534647,0,0.9789384322750894,2,lilás,3,15.012034371306036,10,35.5684800217785,1
3.9080208498311833,1.0944732365842844,0,0.36573050105259286,1,estampado,0,12.981874080591139,12,38.364104131425236,1
2.6603115471660606,5.933043656430978,1,0.7708214827575883,1,cinza,1,13.730988154778819,16,39.974492310671856,1
3.36761097525165,0.6907051201997314,1,0.6106251535131998,3,cinza,1,6.2664817201549115,17,35.83989351725992,1
4.562646731757538,6.594346587884827,0,0.9076995780642536,1,branco,0,11.061215125943857,12,37.47880900107075,1
6.9080885955349585,5.298366016480524,1,0.4240048526131701,3,branco,1,11.094397679615298,17,37.99937022060587,1
7.164383499538061,10.652450193099597,3,0.7848381665583151,1,estampado,1,1.570650605624172,16,37.94400454183855,1
2.041712783187144,4.210980150624945,0,0.8866807027536772,0,lilás,2,23.027028855537548,14,37.15191053583217,1
5.064483815465394,1.4048041971312704,2,0.9612299536318163,1,estampado,0,12.49513295711637,13,38.48536483671945,1
4.504466018892674,1.7159001846340303,0,0.778273619802752,0,estampado,0,24.6653966044927,11,37.96449790536131,1
3.3326468628243813,9.138127580609666,0,0.6480223348058991,0,estampado,0,25.51044003359686,14,34.524675155345406,1
2.7191922040020966,7.418616759795133,0,0.7324930681408497,1,estampado,0,6.359821640959742,17,38.738312128778546,1
4.025691028421768,1.213472113473483,0,0.9082334891351027,0,cinza,4,19.720604465103857,17,38.774581674533486,1
7.657458223475115,1.0092816733799692,2,0.6994268226471807,3,lilás,1,14.16845412488945,11,35.473427791642834,1
3.9392175921245314,8.41162957750944,2,0.3212709417877858,2,cinza,2,26.404702137644552,13,37.0758756708952,1
5.112743730460196,0.8731560763703223,2,0.9516640868548845,1,lilás,0,6.472220375293624,12,38.36665798562214,1
6.2181137533710675,9.862320711484275,2,0.7826687257220928,0,branco,1,20.334396009301326,11,36.58137236084128,1
4.181777614275764,8.474906725877954,1,0.7735593700440725,1,estampado,2,18.232563667581676,10,39.14595609553202,1
7.830692496325764,0.9761853677027972,2,0.450972606678402,3,cinza,1,8.859044327154983,10,41.72774498923872,1
7.774683769652667,1.018052569022303,4,0.76121982916286,1,lilás,1,4.098027109535178,16,35.42802793473003,1
3.510693774952185,11.839674942014106,0,0.575705083957911,1,branco,2,19.549192814318296,14,34.23791079369245,1
4.983491035354312,4.491249549073444,1,0.7558630839290443,0,branco,1,22.15792374396992,17,37.607637191209754,1
3.805269858900618,4.447705764802691,1,0.3746151212155935,3,estampado,3,9.4688203129005,13,38.44312501025229,1
3.7090429662648057,9.753594807090032,0,0.7604917132221252,2,lilás,2,19.344978120669413,16,36.53826725231046,1
2.2213216841271968,11.366982928606305,3,0.9995896080394666,2,cinza,1,11.853927228345098,14,39.90652132664207,1
5.657386003879381,11.83201276587445,1,0.3337484272023892,0,estampado,1,21.39620649847853,14,34.322788400553506,1
5.016074139373169,9.0405382231073,1,0.9840219289549221,1,cinza,2,5.976458246821593,16,38.385837246063225,1
2.3088725074999363,4.515115026370989,1,0.5848355725060094,0,branco,0,26.70645007908523,15,35.788278358482216,1
3.6718787854196684,1.0020086003840252,3,0.9095274152360813,0,cinza,0,8.622287893967393,14,40.43875581241459,1
7.449595315799922,9.325762991129242,0,0.8476698388407913,0,cinza,1,11.033579632684587,15,40.98503070633624,1
3.4373713440018347,6.700850996829661,0,0.6969113826906674,1,estampado,1,1.7427585624104935,10,35.4666868244333,1
2.8693692325473386,5.090664110963715,4,0.8169144464759286,3,cinza,0,3.345366369638292,10,35.90088572818284,1
4.936716561665378,10.876252621136832,0,0.9149608929109434,0,estampado,1,15.475857081369844,14,38.719175773959606,1
7.913902724663604,1.334369787673816,2,0.5828982251557231,1,branco,3,8.027780301839144,10,36.22573870042097,0
3.4523316290690023,5.91150125149031,1,0.528923213094267,3,estampado,1,25.06440677226583,13,36.909177564135526,1
6.032813284435271,0.13624373720902883,0,0.7673153698945092,0,estampado,0,0.4408016596486153,15,37.05077684108482,0
6.569717691972306,5.623927703929516,1,0.8654921593588809,2,lilás,0,11.372821460158086,15,33.160653687604686,1
3.425825263954398,0.6756393081820482,1,0.833599594343631,3,cinza,1,10.12036640307278,14,36.97232450781153,1
6.3692980916711575,1.425814995216863,1,0.8584695542010441,0,branco,3,0.5798289275280311,10,35.62054445187165,1
4.20669879631552,1.4103149613252586,2,0.6049083203690531,3,estampado,0,3.7310519700153066,11,36.013754355200454,1
5.793834983561477,7.790523625392763,2,0.8724839513225151,3,branco,2,12.409280247559058,17,39.88726400693763,1
5.801178264565368,8.952538551185079,2,0.3841463387594259,3,lilás,0,14.785937533423398,16,34.48698621144149,1
5.214648104448551,7.000425181165916,0,0.6811423685725946,3,cinza,4,12.128692417646073,16,38.62641037349596,1
2.54173862032645,11.546070581694503,1,0.3040310623486851,3,estampado,1,15.928130352362814,15,36.442074139336384,1
7.011814973535428,4.498446954284448,0,0.5272100809301892,3,cinza,0,17.853950247170445,14,36.44047966300833,1
3.924680389830415,3.428545035382329,2,0.5565230744099785,0,lilás,1,0.2977146338350689,14,38.58074379210342,0
3.119111062399125,10.423189538273522,1,0.5773208841264788,2,lilás,2,13.922854783605116,13,37.68010258913778,1
2.2446508493285835,2.6831500622334317,0,0.7868270446829035,1,branco,2,28.90497722662765,12,38.14122599443906,1
5.545357659129451,11.558670473287336,3,0.5719906708892419,3,estampado,1,15.57096840388646,17,38.93636932106572,1
6.065386171053694,0.1458536962777961,1,0.6140855358357714,1,branco,1,20.326268023768595,12,36.33738323363335,1
2.099526973567137,11.63854592049167,2,0.46628089161202924,0,lilás,1,9.355915737506496,15,35.7755265309845,1
5.072558349795686,0.5179189434069134,1,0.5612762541405381,3,cinza,3,23.219741344582875,16,34.829698946884406,1
3.3589746511876277,10.693717364376853,0,0.459088739084206,2,branco,1,23.187644456283454,13,35.34917894004209,1
5.871036742456699,6.332413309035598,1,0.3512371466379105,1,branco,0,15.638881429624169,13,42.89818885061745,1
3.0461985740299484,11.915577553431604,2,0.7224140153669645,3,cinza,0,29.280414698376408,13,39.48935916147357,1
6.145626428614795,0.8855587768247863,4,0.7677489589885114,0,branco,0,3.766506442879601,15,34.29785126758396,0
4.3204120778032244,6.646251412815849,2,0.73364324220673,2,cinza,1,0.5084299466874298,12,34.35508408651286,1
7.620379932420407,11.631630427429187,1,0.6244458306604006,1,estampado,0,23.10474635271288,16,37.963732123436984,1
2.8251256648759595,6.277174130041786,2,0.5658500461254609,1,cinza,0,24.214666120946475,13,38.09452959475593,1
4.046398106301551,7.55278365762315,2,0.9043335547002775,3,estampado,1,3.6062168736172873,16,38.09776767063473,1
2.6808411274435344,8.348984267815407,2,0.6633572495953526,2,cinza,1,7.967484988758182,10,36.490088412892604,1
7.548161709671376,5.454492777213279,1,0.6354273143408116,2,lilás,1,0.5265709009988673,14,36.7490914799942,1
7.264036120285886,7.530696961008761,6,0.317949446064505,2,lilás,0,8.799258323416941,14,37.655759048318714,1
3.5476497662909336,7.011771743077203,1,0.5388734793383094,2,estampado,1,23.194256217560145,16,37.17178601258666,1
5.959904276205075,10.813896125891867,1,0.5661369331500998,0,estampado,0,15.538815831377368,11,32.56139925450493,1
6.903333201207295,0.5453565640974944,0,0.5791759466278303,2,lilás,0,10.442867795048642,11,36.54040073884961,1
5.331204869596774,3.371558275106764,0,0.7061206584591326,1,estampado,0,11.152178847189909,15,35.297187131479376,0
5.177903470136039,11.404937808918705,2,0.6735217827088149,1,cinza,0,0.040608771464044624,15,37.35042283781702,1
3.45111374540271,10.683165406690996,0,0.7255335649554112,0,cinza,0,8.994015826957076,14,42.97051800520682,1
2.558616606835395,5.467881033428555,1,0.8354182830794898,1,lilás,2,19.393762249137914,10,37.73496333094861,1
7.38329454771996,7.441591173618441,2,0.8690900171012654,1,branco,0,29.225833314490714,17,36.372940627655204,1
7.402508342979983,3.328574195773592,2,0.8026861533585461,2,cinza,2,25.411824809516986,12,38.843603003954506,1
5.798608743639607,2.2574539166851357,0,0.9688665871684543,1,estampado,1,0.7078489393658738,12,37.965375774418426,1
4.034178746292204,5.564380859279786,1,0.3127628078734531,0,branco,0,26.95681814024518,15,37.84018898090368,1
4.095257447675966,4.240226736312634,5,0.4370445899784823,2,branco,2,23.495952398958778,10,38.213701186431344,1
6.355734073221436,7.003873342210465,2,0.30529401248469945,3,cinza,2,23.411283707129414,15,41.113087129659085,1
7.382661559715462,0.932815643579818,4,0.753232299908222,2,cinza,0,13.739872770107144,17,34.73822312934817,1
7.322518545590704,11.692737691993997,2,0.9286213842649909,0,branco,1,11.940158788635085,12,37.94726415362291,1
6.679253275145744,11.834528933755234,0,0.47043760760340947,2,branco,2,9.087471864995779,16,35.14723774003692,1
5.852189876925727,8.37794056823694,1,0.9489241813574145,2,lilás,1,1.9708457686309733,15,38.111025292684495,1
2.504839789970293,6.433156396129444,1,0.3421871732026926,0,estampado,3,6.847060904810974,13,35.16262697702781,1
2.9697722845676826,3.714331395435933,0,0.9541052187638599,2,lilás,1,7.398109049340738,16,36.16526637278983,1
7.391325131162476,9.765540236483384,0,0.546135881067744,0,cinza,0,14.522312091306048,17,36.40982017152419,1
5.638574357957539,8.21677407064655,2,0.37099457991445156,0,lilás,0,22.42333219790082,17,38.95163343868942,1
2.055182309699778,1.9514032721386956,1,0.6401102314304279,3,lilás,2,14.214294851938398,15,38.836908887884825,1
2.6088292571961924,10.93112621392611,2,0.47974359740435557,1,lilás,1,1.7353334834148182,14,34.50856524710723,1
5.981010614648335,9.870446915078027,3,0.49941103137334597,1,lilás,1,28.733694029646117,15,37.1098682219997,1
2.030369503077312,11.397598959503089,1,0.5151029754484006,2,estampado,1,28.281729572823366,14,35.580840290501655,1
2.964848308504992,8.70863410066032,2,0.8621181284828643,2,estampado,0,23.55568629445225,17,34.48299017864933,1
5.2924027361995165,7.360982351229478,2,0.6774128936726781,3,branco,0,29.739837046926617,10,36.56596589915126,1
6.15137118615616,5.0189164354874265,1,0.5179153894092026,3,cinza,0,16.33446998400789,17,36.38303442308836,1
5.911767557015603,11.19274180024816,0,0.7272336483176428,3,lilás,3,28.88305050759618,12,41.853432972691046,1
3.3456158567633585,10.3927666740049,0,0.8013054719562354,0,branco,1,2.268151218502523,16,37.865919650721395,1
6.273075328085215,0.5426240412742729,2,0.4908368005134736,3,branco,2,10.97042244784114,16,34.244764998491526,1
3.4234945249808004,0.31640369396702406,4,0.589484371067746,3,branco,2,6.761438040202975,11,35.870451991658115,1
3.9523981889556064,4.517560402536596,2,0.3853202653358633,2,estampado,1,5.874992524028101,11,39.0427665908588,1
6.478948430708145,9.726639969381996,0,0.4268045446742762,3,lilás,1,4.224088466780282,17,41.17688554573985,1
5.8977973942832875,11.847313551779333,1,0.7767824977754879,0,lilás,0,18.6724092469799,12,33.828033375524086,1
7.095340462965067,1.8050026932423382,1,0.42700684338693884,0,cinza,1,23.439655672419153,11,33.24015122972191,1
5.94567735380206,7.129568584225622,2,0.667614368566942,2,lilás,1,17.34895198261082,16,40.741930350743566,1
5.40985162001283,4.570690279572258,2,0.7963323832057028,3,lilás,0,4.40888128764629,15,37.77922835474181,1
2.562048606968555,11.638972773775238,5,0.3748138461663207,3,branco,0,24.33371309800413,10,35.26341453624727,1
4.206294818356601,10.105427077628505,0,0.6971185537402325,0,cinza,1,19.078641214911855,10,38.06925817224487,1
3.5912142060903527,10.059944456533653,1,0.4795939485909546,3,lilás,3,11.644971183809865,12,31.728504521966244,1
3.4639378602745015,5.624317917539644,1,0.9740488126663058,3,estampado,1,20.22390886608189,17,37.006751013194325,1
7.838063328514673,4.977834028051982,1,0.6384819527039473,3,lilás,0,7.797149377284986,11,37.65564234568617,1
4.358586348000562,3.280884863168475,0,0.8641947848426106,1,branco,0,10.355766254826316,15,38.84854027907566,1
7.35227933106268,0.6765059598111254,1,0.6851585795093832,2,estampado,1,27.524575293959707,10,34.97220809541493,1
5.786831755983577,10.376668515060638,2,0.3303887729983734,1,branco,4,8.715135170142611,10,37.17137432280672,1
6.7688678212498905,9.75481210956093,2,0.7432059629158156,2,lilás,0,14.099648044738098,13,35.149150747880824,1
5.015822558631153,11.996612079433568,2,0.9659823395446598,0,estampado,1,26.70423412188044,17,37.51076751134863,1
5.461423307758155,11.959642044886865,6,0.7211282741024319,3,cinza,2,21.231640508025823,13,35.20930735527395,1
4.955106162913183,6.665180467231529,3,0.873432201598753,2,cinza,1,1.8660967849410826,16,36.18379832167956,1
3.1714579267882668,9.227848982166126,0,0.9189445243438854,1,estampado,1,4.4190913283691104,10,35.008369210419545,1
6.334712691569032,11.337188758589136,2,0.4596558403642527,3,estampado,1,0.23524772315750453,12,38.302272483647315,1
3.6846341746451348,10.195768688128938,1,0.44843138793575865,0,branco,0,18.927653706874903,14,38.716902233313334,1
2.145895798588723,2.968177220918372,2,0.7276866921956942,2,estampado,0,13.43020276231255,14,36.53075886008517,1
5.872833775443007,5.406529623721122,3,0.5877199288646933,2,branco,2,4.028245527068266,15,37.076475989920056,1
3.0626640764422937,1.5499129818179398,1,0.8879029120067041,2,lilás,0,28.738023631703115,10,34.10281717073291,1
7.642751506117486,11.44861232710467,2,0.9300161863786078,3,branco,1,15.889791718368597,10,36.400646703986425,1
7.723571462015524,7.2740956134105605,3,0.5473949655119026,1,estampado,2,7.256798823386675,16,36.89959076591651,1
7.489186341322691,2.7437136660415526,3,0.4658093912821374,1,estampado,0,15.018107134641227,10,42.24158618205995,1
4.220952201532667,8.06040821287028,2,0.8463678606707032,2,lilás,2,20.388609982053232,12,34.776065948451674,1
2.0927396991732046,7.41753888549475,2,0.49236422488369525,0,estampado,0,2.2871765392069343,13,39.928354477504875,1
7.5699113755263525,4.297952616394086,1,0.8758300229595748,0,estampado,1,8.24111445143676,10,38.99371754693161,1
4.569104889903886,1.3626911063955482,0,0.596616777554134,1,cinza,2,24.20896472651981,10,37.56127280898027,1
