consumo_de_rabanete,n_alunos_reclamando,n_videos_regressao,indice_irritacao_abnt,n_sonecas,cor_da_meia,dias_sem_cafe,qtd_livros_na_mesa,musicas_legiao_escutou,crescimento_cabelo_cm
1.5823002625045257,0,2,6.954884591776503,2,star_wars,0,13,12,1.1589258147667432
16.121550316285287,4,1,6.98635589431956,2,azul,4,3,8,2.5120233075543026
25.96615859323491,3,0,7.039359073278309,3,star_wars,1,21,1,3.739133723249783
27.922821856136064,4,3,4.925218540205084,2,cinza,4,18,1,2.9007399093201216
25.525596100650773,0,0,9.14886150121504,1,cinza,3,22,4,2.421011145292219
12.822528974436981,2,2,4.891965179806156,0,azul,4,6,0,0.292292393146706
3.7408049439163804,6,1,4.502651934966382,1,laranja_neon,0,3,7,1.3546256815346753
17.084497856773364,4,1,1.9938081901062699,3,laranja_neon,0,1,4,4.301535625033689
5.150177494722219,4,3,3.076550873563365,0,cinza,2,6,11,0.928429187076471
37.90494634082668,2,2,0.42334492518303346,3,star_wars,1,2,9,6.4612951259708
19.00683464090513,1,3,6.335352936161702,3,laranja_neon,3,14,1,3.2289571569739777
12.690366974274703,2,3,2.4853574392709286,3,cinza,1,0,11,2.8005871699576588
30.652162844756003,3,5,3.041552544854651,1,star_wars,4,1,8,4.956419430009395
19.917943703290554,2,2,7.708145216643212,0,star_wars,3,9,1,2.175079463387251
12.401360960498003,4,0,3.2722118316145385,0,laranja_neon,3,15,6,3.0389942745936054
32.47870969563207,3,1,2.4219589201314218,0,cinza,0,24,7,3.7782984686407546
34.68608604004488,3,1,1.6905774913370575,1,star_wars,4,14,13,4.686642654681567
26.92032665154708,1,2,7.748584021819559,2,star_wars,0,23,5,3.7396473694370544
1.8785768963066918,3,3,1.2970625799002689,1,azul,0,14,13,1.9070505403872828
22.652915206661284,4,4,4.537537602503535,1,azul,2,13,10,3.512075620384668
30.531796479891263,3,0,5.0693011607719445,3,laranja_neon,0,21,6,6.250462109489346
5.460120483343287,2,1,6.873899126857146,0,azul,1,13,10,1.3349822735359926
9.146830055384134,2,2,6.3328348233299545,0,cinza,3,5,0,1.3602212068850594
35.299804202725454,4,2,8.107206729451748,2,laranja_neon,0,13,3,3.683655514481987
0.8048688741229615,1,3,0.4475143392623815,2,laranja_neon,1,16,12,1.2693562134108145
30.10908551303904,4,1,2.964407247793972,3,azul,4,17,6,4.9320897348629735
18.950931700576916,1,1,2.8013411877537973,0,star_wars,3,19,0,2.8554730901816914
17.870886353584275,2,2,1.4601690559210823,2,cinza,4,18,12,4.6409390724746515
0.283861299795487,1,0,2.8917825385644313,2,cinza,1,16,0,2.180888907616373
32.775929238659714,1,3,3.097653141429034,0,cinza,4,15,10,4.401771626547017
14.392996025462658,2,3,5.218844619274783,1,laranja_neon,4,7,5,2.3491604652156077
21.630625252021716,4,3,6.637044789262561,2,cinza,4,6,3,2.876753293555269
27.092027453426375,3,3,3.8110051361181405,0,star_wars,0,19,2,3.594048399520669
28.105183057516633,4,2,7.194702313133812,2,star_wars,0,11,11,2.9116675606087403
38.23920235304289,2,5,3.3616533857957998,3,azul,0,8,14,5.417096596461083
21.253598129464365,3,3,2.9028367731476035,2,cinza,3,13,4,3.4526994494144754
15.988782038977103,5,1,5.411880558570243,0,laranja_neon,1,19,8,1.844949858326724
38.148145059668316,5,4,0.23716360305790607,2,azul,0,0,9,5.131454918467013
25.684409401020844,3,2,0.7978912363400037,3,star_wars,4,9,9,4.098694272443047
11.926014251062224,4,2,4.179695435865271,3,cinza,4,16,11,2.839919434495597
5.058569816142846,4,0,9.429127113917565,2,star_wars,4,16,13,1.037003264445372
33.702180058607254,3,1,7.215117798434236,2,azul,4,16,13,3.9493528780786575
14.487264111766063,2,2,0.8812656950055775,3,star_wars,2,3,11,3.9324602061758065
26.418788854577247,3,1,8.463180127808737,3,cinza,3,16,10,2.667171529933073
18.832656774635925,3,3,7.32300770608181,1,cinza,1,17,9,2.090641971552282
7.957191191801534,5,5,6.109465257026532,1,azul,1,19,2,1.6026175626747383
24.067464344818603,3,2,8.202929606091773,3,cinza,0,22,4,2.869993985979847
2.4273227580272927,2,2,4.041098477429571,2,star_wars,2,1,9,1.749944658683807
16.53369839484769,4,2,2.215010508538527,0,star_wars,1,7,4,2.335555756006832
21.864597586546843,4,1,5.120233891087594,2,laranja_neon,3,12,8,2.2412135324529867
17.44187896474316,1,1,5.488417555934738,2,laranja_neon,4,22,10,3.0591962899878493
29.94688701003963,5,3,5.383263720099121,1,laranja_neon,0,24,11,4.393056794675993
33.1169981818125,2,4,5.650737914801053,1,star_wars,3,21,9,3.86566387571135
30.84972296132712,1,2,9.487049182391807,1,star_wars,1,19,10,2.8419426438906616
1.5525179124720845,2,4,9.022456230962314,3,azul,2,21,3,-0.2627518625228362
7.765150817838888,5,2,8.757170365589394,3,laranja_neon,0,14,0,2.4087961944009066
21.464300370550973,4,3,8.014168109086272,2,star_wars,1,19,9,2.929716885262911
37.39288161775205,5,2,9.434281072652853,2,azul,0,22,4,3.8314637308400963
33.39827100208468,4,3,0.9849464167940325,0,star_wars,1,8,0,4.6804304274397435
33.70138033407207,1,2,2.651232614457395,2,azul,4,2,5,3.842762363874985
12.128327750386996,2,3,4.950559456545848,2,laranja_neon,2,2,11,2.701186904309021
17.177915883148103,1,0,8.465344931234052,1,laranja_neon,4,1,9,2.9587367959476887
18.828237892637496,4,2,5.051657115227325,1,laranja_neon,1,0,9,2.402663575235416
6.294863333996417,2,2,7.480347393415887,1,star_wars,3,13,14,2.379555794842373
1.2427252097782526,2,3,1.3895990524891622,1,star_wars,4,16,6,1.549838232324117
37.87611597842067,3,2,2.5241381297656016,1,azul,3,12,0,5.82188468005375
9.62850342654027,4,0,7.317760950376724,0,cinza,1,18,9,1.4424415032378288
9.597956148945253,2,1,1.6473400888772405,0,cinza,2,22,3,2.452813394287892
3.3351621507503815,3,4,3.5135593465492674,0,laranja_neon,3,14,8,2.0881739974193056
37.14031007775114,4,2,2.6486625781357143,1,cinza,1,24,12,5.425110338792969
23.18948459759088,2,2,3.4986169422247846,3,laranja_neon,3,13,0,4.021607618747284
26.681474285014154,3,1,7.083240490779703,1,azul,4,1,8,2.0133281260329383
36.4630754905221,2,2,3.67847181142801,1,cinza,1,6,7,4.197363058181331
13.824806756031581,5,1,5.5526332260794025,0,cinza,4,16,4,1.8278105141791203
24.860292445523363,7,2,0.9993187705440965,1,laranja_neon,0,17,5,4.690036706245461
1.5519781891554985,4,1,8.050176932346279,0,azul,1,5,6,0.4208932740398288
7.470901129245173,2,2,3.6988862564812486,1,cinza,3,20,3,1.5326271298832321
33.2498322035977,0,1,6.485341590333425,2,cinza,0,7,13,3.7028899554172843
30.67073425353343,3,3,7.253896016618326,3,cinza,4,1,13,3.3621185737863364
14.025707658285874,3,1,2.0966092211170038,3,azul,4,0,5,3.0316377628372146
15.0724251109685,2,2,8.846749849533499,0,azul,3,15,6,1.0850667105532745
21.342177342143177,1,1,6.162242516069529,2,cinza,0,6,10,2.9244133712837646
0.009640187405381972,7,0,4.287251417514815,3,laranja_neon,2,21,14,1.0665726460247003
9.649773441521114,4,1,1.8233518357821954,0,laranja_neon,3,23,5,2.729213367130333
8.329272344328578,7,2,9.423009379012067,1,cinza,4,10,10,0.7733753339450151
10.019317869990537,4,0,7.550682041316251,1,azul,1,14,12,1.631251732660349
32.23623370133765,2,2,2.0802456273324887,2,cinza,0,12,14,5.204224803867453
11.186954261857727,2,2,3.377107747242245,3,azul,2,23,11,3.040175460333161
7.660852882005926,4,0,8.096742580880733,1,cinza,1,1,5,1.1045732615595227
20.170538431721262,2,1,6.95677663215339,0,azul,0,13,1,2.468861006866808
34.62580145490928,5,2,7.657842927157244,1,star_wars,3,23,4,4.119843827503333
9.653988153499995,4,0,4.412011022129324,1,laranja_neon,3,5,2,1.6526593005068528
3.1414497117119478,0,4,7.164762626421669,3,star_wars,0,8,6,1.2218366234456939
14.256189433986588,0,4,3.8649372286391372,3,laranja_neon,2,6,3,3.8702296195949
29.906072982599113,4,1,2.1126291693819645,0,azul,0,17,0,3.3764966919409365
22.027621787791784,2,2,6.3267703484136,2,star_wars,1,23,11,4.136372631832523
32.6717347829739,2,3,9.760139255987943,2,laranja_neon,1,8,11,3.9911774280333208
38.38368590436936,5,4,3.106009713953296,1,cinza,3,22,5,4.295771572695212
31.70649907006468,3,3,4.609695922125397,0,azul,0,3,5,4.159128877188646
24.152123153750136,4,1,6.740013710698536,2,azul,3,8,6,2.8049782842076283
19.73366352209522,0,3,5.415062821224879,2,cinza,2,3,14,3.6366685367788167
1.6027634539306668,2,1,8.434277957090492,1,cinza,1,11,10,1.0504147189357094
39.37287915256165,3,1,7.617427064695159,0,laranja_neon,4,3,7,4.193007074798034
15.3392449030017,3,1,0.5829720386235704,2,azul,4,24,14,3.5280107842259456
6.089128556674672,2,3,9.98421233923774,3,laranja_neon,0,23,2,1.294180545453941
26.66835421585827,3,0,7.524024537194673,3,cinza,0,19,13,4.628588797859722
11.371531563818372,2,3,8.639033162941132,1,azul,4,13,5,1.8803209604106579
23.431130837241906,2,0,6.511977120953464,1,cinza,0,23,9,3.0375741140014236
23.470716313783647,4,2,8.562851280467623,1,laranja_neon,1,23,1,3.066817771715481
17.829192836114768,4,0,1.1238297492870941,1,laranja_neon,2,6,12,3.6136593691876993
33.4447446218017,1,0,3.4773783555931557,2,laranja_neon,2,12,13,4.723439314085495
10.59868246221772,4,0,8.764209436044927,0,azul,3,21,8,0.7508243199705957
17.945303664709368,1,1,2.016552112668922,1,cinza,1,7,1,4.068970513206122
21.50768514363886,5,1,0.7824209858002273,1,cinza,0,22,2,3.8104100702650676
26.544988830691985,1,3,7.8811893994521895,2,laranja_neon,0,4,11,3.764782630330553
31.35887402022358,4,1,8.354861556432962,1,laranja_neon,3,11,14,3.9661129701607956
15.792291315130242,3,0,1.626522181899006,1,laranja_neon,3,12,14,4.199389860939115
25.84187776386384,2,3,8.543459827827155,0,laranja_neon,0,19,12,2.708487132165486
6.024438122740765,2,2,6.867677955971696,3,star_wars,0,13,9,1.884488434298335
37.30592402169914,1,1,5.2008268321658395,1,star_wars,1,17,11,5.013453846673154
15.32235225684014,2,1,8.30250192781385,2,star_wars,3,23,11,2.1991781143246665
29.180856879057536,1,3,4.192492493189658,0,laranja_neon,1,24,1,4.2035394083694575
0.8136432752871059,3,3,1.9399395622339721,2,laranja_neon,0,19,8,1.666485347880435
8.20748571619228,1,1,2.8485267661061364,0,cinza,4,3,0,1.1834035115747719
19.483301772943122,1,2,5.0516401829331485,0,azul,4,20,4,3.4464639686205514
35.13009870929386,2,3,5.313307926731757,1,cinza,0,17,0,4.955788773786878
21.090205998027084,5,2,8.055808264412336,1,star_wars,3,6,4,2.1202653281828674
37.19481929175516,6,1,7.913527236523344,1,cinza,4,14,7,3.8727388029269143
19.351875863311854,2,2,5.813665572045749,3,laranja_neon,3,20,7,3.9733397020602856
19.617963869437997,3,1,7.807854833654764,3,star_wars,4,5,10,2.280450255834662
4.7898715400212755,5,2,1.9177345829367098,2,star_wars,3,15,7,2.048542381441367
32.106249766088794,5,4,0.5006452709329434,1,azul,4,19,1,3.790582910099515
9.8786164986825,0,1,8.736338226347002,3,azul,3,23,7,1.7135133394523487
35.9844995748926,3,0,0.7555449376276957,1,star_wars,1,7,11,5.7483050111498315
36.432968813215844,3,1,2.466884297439973,3,star_wars,3,20,4,4.8165649227792855
37.73240447496599,1,4,6.953189496243846,3,cinza,1,15,14,4.907597548580907
20.8092195641236,1,2,4.0944793762730916,0,star_wars,1,21,0,3.714824112210893
27.083751391345775,0,0,8.763139699155088,1,laranja_neon,0,15,6,3.7132414563945075
31.14063520246654,3,1,2.9797979466226954,1,cinza,1,2,12,3.8786820288563657
5.240584746018624,2,0,0.11871346669359295,3,laranja_neon,2,16,5,2.9107646227150714
24.03828779989989,1,3,3.006556405607441,1,laranja_neon,1,8,4,4.182073609630414
1.371916052132467,6,1,5.780750491848316,3,laranja_neon,3,24,0,0.9984567799420481
19.902643335549037,0,2,3.7593837540329336,1,star_wars,1,2,13,4.105838750027651
6.193707264809096,1,2,5.348727557587552,0,azul,3,19,13,1.0053633823711796
7.316917038483388,3,3,8.765981188350187,1,azul,3,6,0,1.0777171332245632
14.60190266770406,2,2,9.124850542303685,0,laranja_neon,2,17,5,0.9463655310521616
17.29748666866012,2,1,2.6597406465411213,2,star_wars,1,11,9,2.7272798353623315
24.92689698128749,6,4,4.621404732699007,1,cinza,1,18,11,3.7075903841775553
2.9771367375406266,3,2,5.491440152414512,1,laranja_neon,4,15,6,0.8944500830585094
20.147670449497785,1,2,9.491124568882471,1,cinza,4,21,9,1.8495670826817103
7.305005210124045,3,1,9.986173191643847,0,cinza,0,23,9,0.2602730713852708
22.959007001269676,4,4,2.3540724884152664,1,star_wars,3,16,0,3.979259567978043
25.49618449044734,0,1,7.2697987134581545,1,star_wars,2,19,8,2.659745481440434
22.268370262114153,2,3,3.7803106223319514,3,azul,4,14,14,4.0806229545093275
29.531820419132305,1,2,0.08108196886213226,2,azul,1,0,3,5.374896792422975
13.424369769636053,3,1,0.09252522435902355,0,star_wars,0,1,4,2.4778119948151467
30.604263665325234,5,1,4.605660075622557,3,laranja_neon,2,7,1,4.320444861116009
17.310683268327747,4,0,4.883349130043346,0,azul,1,21,13,3.797761412408581
19.367379932903873,2,1,0.22569696573442655,3,cinza,1,24,11,4.823078651347274
25.92408509044286,3,1,6.869274167743025,2,laranja_neon,3,1,9,2.840618310934142
0.7343353599689584,3,1,2.940033885949531,3,cinza,3,18,12,1.9619806165048301
26.159768856809933,5,3,5.598931015359494,0,star_wars,4,8,7,2.23620204830144
24.743405962884616,1,2,3.0091907316541877,1,cinza,4,8,13,2.9571210838541884
12.393884670131197,4,3,1.6713431486930719,1,laranja_neon,1,12,1,2.6916072967514397
3.4317713959795793,0,0,4.071737385988753,2,star_wars,1,5,2,2.336807918269407
3.6374179965216458,2,1,2.3227336479050074,0,laranja_neon,4,14,14,1.7745422389690222
36.928949879409146,2,1,5.34800976919168,0,cinza,4,18,11,4.596325189455014
27.571172849033484,1,5,1.9882853028647995,0,laranja_neon,1,20,14,4.476483839683933
5.084104550829616,4,5,5.084059766446271,2,star_wars,2,14,8,0.8171247312390453
14.268926772356254,5,3,1.5737851486886756,1,cinza,1,17,1,2.8188833843849084
23.699319756063858,2,3,6.70974709485785,3,cinza,2,6,13,3.933615915296162
33.422868203625946,4,2,7.539376844414241,2,azul,2,10,5,4.142238220115887
1.7464371485203412,4,2,1.1039423424993378,3,azul,1,7,11,2.24802653265581
9.465325258800355,2,2,4.678024120373392,1,laranja_neon,0,5,3,2.3558813588717156
35.5899596118152,2,0,0.7087170065487358,2,azul,4,7,6,5.394774009956845
0.3666220073526594,3,2,5.981824455420024,1,azul,3,1,13,-0.33269659817456043
8.055964111755497,3,1,2.6440429792964535,3,azul,1,18,13,3.1835546760128492
38.36096703891864,3,2,5.276244568387078,0,azul,2,15,5,4.423868673522667
24.536073860886844,4,2,5.174610093842912,0,star_wars,1,6,9,3.61771689887817
10.466854665500257,5,4,9.243543461938003,3,star_wars,4,9,13,0.20246032541845738
2.6796437758339042,4,4,5.490832225687229,0,azul,2,11,8,1.6250188512868728
1.1276536178888863,4,2,5.829984797183156,3,laranja_neon,3,16,13,0.49346212438131265
9.78980318547709,2,2,4.016531257643803,2,star_wars,3,6,8,3.5968405207635255
35.25943278355642,2,4,9.490796031828168,2,azul,3,21,9,4.882128146559329
16.636546171900378,5,2,7.771859094396096,2,star_wars,0,7,3,1.7999805614314695
28.81333476663972,2,4,2.854052903028416,0,cinza,2,6,0,4.424662826278737
36.73140141519831,1,0,8.44209585776232,1,star_wars,2,3,1,3.749377916750157
16.321618464112664,2,0,4.3239636018509,0,star_wars,0,2,7,2.537385016159353
7.651094841495882,4,2,8.28667143533594,0,laranja_neon,2,18,13,0.5079590396538944
20.68471723427678,2,2,8.22888068293502,1,star_wars,0,14,9,3.0535273440184194
36.323347482394176,4,3,1.8887018676285439,1,laranja_neon,1,3,7,5.243573825957267
32.174976565508025,1,3,7.011411313835769,1,cinza,4,24,13,3.1047623223619976
2.6331937345261514,3,4,2.906429693065311,1,azul,3,8,14,1.6192020273330676
27.702912003103272,5,1,2.974926699926682,0,laranja_neon,0,12,1,3.7624990980760704
22.87590089835815,4,2,2.963480768805807,3,star_wars,0,17,3,3.2735219183082074
36.29852705385702,1,1,7.255682475599482,2,star_wars,0,20,0,4.6193705526492845
4.899256674011889,2,1,2.298260417925361,3,laranja_neon,1,15,6,3.259434823100551
21.361444528186265,2,5,0.009058352460902253,0,cinza,0,0,3,3.774463897298806
35.178507740475695,7,1,7.152368534826331,1,azul,4,3,10,2.584179717614141
16.40095146966972,2,3,1.7118474383512527,2,star_wars,4,17,13,3.676314448821513
19.27979670931468,3,1,1.0448239530783465,2,cinza,3,7,7,3.1166045065532195
2.8184271066783317,3,0,2.3751612059406013,3,azul,1,19,8,2.2352797708641545
11.125745617956433,6,1,3.7990052232270397,0,azul,4,15,11,1.4607504261429576
12.980265966757894,2,0,4.759063274732007,0,star_wars,2,20,8,3.109820956039787
37.804897949795475,2,1,0.4457004071263082,0,laranja_neon,2,10,2,5.239079063535982
11.306694421646363,2,3,9.705733326273604,2,star_wars,2,19,4,1.048400139028236
18.43474941078608,1,2,7.160630534195581,3,star_wars,0,20,5,3.031743948234447
26.85217694257119,3,1,3.2319406532433614,2,star_wars,0,20,5,3.8013997086809304
6.487334896315096,5,3,3.186972572853973,2,cinza,2,20,9,1.7823157964141294
19.45769548567498,4,3,4.485425493684594,1,laranja_neon,3,18,7,3.618142581059672
29.541561579036305,4,0,6.26244822763033,3,cinza,3,22,5,4.463773978917855
34.67420852108264,3,2,1.4637306658896776,1,star_wars,0,18,5,6.319181890504062
25.050370986497068,2,1,1.8892981376495233,0,laranja_neon,2,17,3,4.04348146319765
26.762140612677918,4,2,8.59434582833551,2,azul,3,18,6,3.0367253742723053
5.051338903382758,3,0,2.5625492388907256,3,laranja_neon,0,10,13,1.930353990566318
37.83105988985389,3,3,3.8019499797517753,0,star_wars,2,2,13,4.931608386921227
5.302963099379294,1,2,8.71271850950117,3,laranja_neon,1,7,7,1.3939535228330557
30.98691748727193,4,4,6.631478293998225,2,azul,2,19,2,4.2206541210685735
10.592652871132753,3,1,3.4171187934168836,3,azul,2,18,6,2.0572276028359537
37.34372574805006,1,4,6.836995457246208,0,laranja_neon,4,9,2,4.078424574228192
28.79838157477918,1,1,0.1968321538141371,1,azul,4,15,7,3.7396281293222997
30.152548519134758,1,1,7.356426600113652,2,cinza,1,4,0,4.143468626171747
8.762366922395334,2,0,4.870160405162395,1,laranja_neon,1,19,0,2.316185364116528
17.721599065406433,3,4,8.131821472844612,2,azul,2,8,13,1.5189952103626432
24.712527783571456,3,4,9.546376520064683,0,azul,3,7,5,1.608492643103146
30.798944728264036,3,2,9.257885494945683,2,laranja_neon,1,10,9,2.908063928361753
4.158375036495583,1,2,9.092650434553407,1,cinza,2,15,8,0.6812744504538184
38.49461265818113,3,2,5.121699559338872,2,laranja_neon,0,6,11,4.440030034315284
35.60882682218224,2,2,3.6014211413893804,0,azul,4,14,13,5.037886199258393
10.813943619823373,1,4,4.650353247306728,2,laranja_neon,3,23,3,2.498910800694212
32.91040972129328,1,0,6.898960033133608,1,azul,2,20,5,4.317737556363783
20.732956921592937,1,4,8.839977768711867,0,star_wars,0,19,11,1.8159755286716082
18.472259262480748,4,1,2.0698630300011955,1,laranja_neon,4,22,4,3.581938253911982
12.577364232456215,3,1,9.18193158461703,2,laranja_neon,0,16,11,2.181612773910007
23.2387434652637,2,2,8.151802319698891,3,azul,2,5,14,2.816895132237925
29.195564708143912,2,3,9.788560151782345,1,azul,1,14,0,2.4146172826589942
16.43731619851033,3,2,8.802517732816872,2,azul,4,7,5,1.8292399937377106
25.168767720331683,2,7,2.7993732969190663,3,azul,0,6,8,4.247767605376291
27.97251684621215,4,5,1.059559113440477,3,laranja_neon,1,1,14,4.574663217557855
28.444872680611436,2,2,1.1224107199158861,0,azul,3,12,14,3.810961447636326
2.07864392524721,3,3,2.9122331857827612,3,laranja_neon,2,22,11,2.2135027046136937
34.389912227402675,5,2,6.141837239845392,1,cinza,2,5,2,2.6745913822018856
18.330132590601917,5,2,8.043203260971726,1,laranja_neon,4,4,10,2.5406325998610426
10.496643267848578,2,2,8.992503069815648,3,azul,0,19,14,2.459997049274258
9.670580299187264,1,2,6.2375338436923276,2,azul,3,0,2,2.00201987063877
19.32056451375802,1,2,0.056313127480537295,1,cinza,4,17,13,3.5304404344778635
35.47326157875837,4,1,1.8631677651853351,1,laranja_neon,4,14,1,5.212112965571121
15.133903267305877,1,0,0.9972620385336795,0,cinza,0,22,12,3.2427262021330137
29.98902987134173,4,5,3.6332447556901,2,laranja_neon,3,9,3,3.9920366364051194
3.872749239488744,1,5,5.013509936337459,3,azul,0,2,9,2.624337268699555
19.04226808604247,5,1,0.43397178578560847,2,laranja_neon,2,4,2,4.657149467545657
39.667445615709426,1,2,3.484779757956553,0,azul,1,23,11,4.698828591013009
30.81751211169348,1,0,1.7917967462532258,0,azul,2,12,1,4.689545421044691
8.42113953762452,2,1,6.4707016625887395,2,star_wars,2,7,0,1.3388987321835928
20.05765894791643,4,2,4.642723693243401,0,star_wars,4,21,2,2.827322708070694
9.344990545942661,0,0,4.953176469339088,0,laranja_neon,2,20,9,1.4833683156188713
16.38243709050037,4,2,4.276917880334611,0,azul,3,1,5,2.866941797849034
31.20336094939859,0,4,9.56019710486567,2,cinza,2,8,8,3.6250428861320714
30.848992611616147,1,3,2.1473512512156323,0,azul,3,16,10,4.333088883057352
9.124015116095405,3,3,5.166642598438743,3,cinza,0,17,4,3.209629818602746
36.888932726194405,1,5,7.360173683653359,3,laranja_neon,4,12,14,4.151162286842187
