n_pasteis_fds,tempo_esteira_domingo,n_msgs_grupo_familia,cor_da_caneca,volume_cafe_tomado,tempo_rede_social,n_tarefas_pendentes,tipo_emoji_bom_dia,n_palavras_motivacionais,apagou_na_reuniao
8,6.696191967113507,12,preta,499.74103369475785,5.4626211565483676,4,girassol,2,0
4,11.22870188773357,30,gatinho,152.32652898339282,7.179255753538869,3,foguinho,6,1
7,30.25060922028258,24,preta,198.7780615823999,2.6605879350129893,1,foguinho,1,1
4,50.94819816966733,38,gatinho,300.25394617952026,7.559112209719629,4,bomba,11,1
1,14.13853991998122,9,gatinho,8.562680738186756,0.10865270319015785,8,nenhum,7,0
3,56.109720644806686,23,laranja,542.3412037702328,2.7926603061218973,3,nenhum,12,0
1,57.2944745361002,0,gatinho,26.606527537403537,1.0567872138299217,1,foguinho,6,0
6,57.53427629071231,24,preta,193.46476248998178,1.0129586323601893,5,bomba,11,1
6,50.25376408057943,27,laranja,341.504874717844,6.523435952092546,7,girassol,11,1
2,21.829502447863234,35,preta,310.70483316411946,7.346946518000983,1,girassol,7,1
6,4.361034660157383,17,gatinho,392.6759356955248,6.222066033863885,8,girassol,1,1
0,34.129123905989694,5,gatinho,316.51210517652544,7.812925751940479,6,nenhum,2,1
0,33.520886636234025,1,branca,137.40085542182064,1.7306317613301658,1,bomba,11,1
8,50.99854602657573,2,gatinho,120.64691267632313,1.1263992976775237,10,foguinho,3,1
5,59.75946305676631,7,laranja,544.3482414452991,4.165630256316908,4,nenhum,11,0
11,30.489438393608854,30,gatinho,158.38004204135555,6.632300917940944,4,nenhum,8,1
4,20.712241862387057,18,branca,168.5863403277081,0.3187127267044776,6,girassol,11,0
5,11.15410269337602,5,gatinho,247.77173766020675,7.964525287999056,4,bomba,11,1
5,0.2879894890422441,13,gatinho,83.66299628998436,4.817967433642583,10,bomba,4,1
0,30.54682154933275,2,gatinho,304.36370665394423,7.8315344974510195,5,girassol,5,1
4,33.33112000215574,0,branca,399.01905702127885,2.9206530658702157,8,girassol,0,0
8,49.496308789043844,29,preta,471.60029524642016,3.664190564268714,2,girassol,3,0
3,30.274618073568035,18,gatinho,426.87254511853746,6.018891539179137,2,nenhum,13,1
2,54.988100919963394,18,laranja,88.58157844815821,6.341603604490549,7,nenhum,3,1
0,37.68500859428613,8,branca,273.64028698255436,1.8642644268019222,9,nenhum,9,1
1,50.42017429326499,6,laranja,23.151720484907056,7.438408690461782,11,foguinho,7,1
2,8.898104088464827,36,gatinho,10.67879803256957,6.939384974677829,5,foguinho,7,1
3,51.320167818138884,6,branca,264.07825096428036,0.14564242482558853,11,bomba,9,1
6,40.5086312666309,8,gatinho,151.77629667457742,1.0285448468414646,9,girassol,5,1
5,10.213981946299832,3,laranja,410.01647692401764,3.968776851256539,2,girassol,7,0
10,11.385813488760652,24,branca,434.54447208804754,3.6876441129054616,1,nenhum,8,0
7,55.59003714265328,11,preta,537.2422347349534,5.667126840278683,1,foguinho,4,0
8,1.9329216270223726,5,preta,456.4095081234232,0.7176910084242722,1,girassol,0,0
5,27.752096597742366,17,preta,28.946473881925016,5.158842453577012,4,bomba,0,1
6,18.808517396046092,39,gatinho,222.9738062146606,4.930959449076659,11,girassol,1,1
3,39.90464639990569,20,branca,163.81401105127327,1.868956787824355,4,nenhum,1,0
1,50.377763254139516,14,laranja,231.67946989629672,4.339151714147196,0,nenhum,4,0
8,21.622687293394172,2,laranja,96.04539538122094,1.7776576559678556,1,foguinho,6,1
8,25.61412523937023,1,gatinho,58.62246221435608,1.1753842168048507,1,bomba,6,1
3,58.91506707008485,39,gatinho,312.5907255050404,4.585079477232564,3,bomba,14,1
11,47.034990580752165,3,laranja,432.2287865198366,7.819794226404563,6,girassol,3,1
2,53.83224785590748,31,branca,421.1465411591657,1.8954667933739602,2,bomba,12,1
9,26.325733239097783,1,gatinho,270.5665933057363,2.842689194841215,4,girassol,3,0
10,14.044572239046913,28,branca,313.3673917733677,2.052585807920374,10,girassol,13,1
5,24.711807923187102,1,laranja,309.7972335051848,2.131678573171958,8,foguinho,13,0
2,42.96551506989081,33,branca,414.94222666083374,3.233537073493445,4,bomba,10,1
0,6.565824290158759,26,preta,28.755105573614447,5.614844085204961,8,nenhum,14,0
3,16.22814633699053,38,laranja,425.93766532273435,0.31043619224756114,0,girassol,9,0
0,2.798154027695423,37,preta,349.32054045437246,7.656993565484481,8,girassol,2,1
1,25.940864300287892,17,laranja,118.86522880294453,0.37023903591398,4,girassol,10,0
2,49.6467441587768,35,preta,29.435312247758706,7.050025455556478,7,bomba,1,1
7,1.479821297880648,18,branca,65.11667433473305,7.155024790095991,4,bomba,2,1
9,40.51941160842996,26,laranja,314.8148048515618,4.195913500732186,11,bomba,7,1
3,55.94975247082438,19,laranja,455.0451180547697,1.0959746289517396,5,girassol,14,0
3,14.215671690670938,20,preta,200.7943722747007,4.521167764455551,7,nenhum,0,0
9,41.618090443658886,22,branca,227.474346423133,5.029057279222798,1,nenhum,3,0
8,58.50611406601202,29,laranja,560.4878490276675,6.8620716624568905,2,bomba,6,1
6,57.73668360914779,24,gatinho,127.80785041954562,4.407163006156558,10,nenhum,4,1
1,14.095751581748598,30,preta,62.24965474521098,3.2856751672267057,8,girassol,1,0
2,6.019863192724122,26,laranja,206.0460682800108,6.706329550832911,4,bomba,0,1
3,8.896952273754957,33,branca,447.55327169536423,7.847614378820952,4,bomba,5,1
3,42.12214010892853,7,branca,375.6463746336791,5.160825641263466,8,girassol,12,0
9,43.545532527196535,18,branca,249.4772636217415,6.995096298422476,9,bomba,12,1
7,40.45419369769194,25,branca,578.8515196990983,4.789880902632514,2,girassol,4,0
9,20.164703264534285,27,preta,440.997862976744,5.518303931282445,3,bomba,2,1
9,10.186616385487328,3,laranja,37.116854629976274,5.50533694039135,6,nenhum,10,1
5,34.84566551713519,30,preta,446.778866312429,5.6382958947221224,1,bomba,10,1
2,29.02082674547199,15,preta,14.42313354351501,2.568107551429069,7,bomba,14,1
10,43.73004882733821,9,branca,390.1939938704433,4.6052911701736985,4,bomba,10,1
8,26.481604721137288,37,gatinho,126.28970177559525,4.753084671790363,0,foguinho,8,1
9,20.318381681188104,9,branca,417.8653254225346,2.5205730137058557,2,nenhum,2,0
7,17.608714641540864,8,gatinho,185.8677399886777,2.7988189416293094,8,girassol,1,1
8,12.688219202984792,38,preta,523.803784773339,6.097974120133718,4,foguinho,4,1
4,15.944782571199685,35,branca,202.14830195487627,4.661790724937993,7,nenhum,8,0
2,5.689826330646081,35,branca,371.8175132425782,1.1936891837053487,0,bomba,7,1
3,20.81142065573337,18,preta,171.556535792393,6.701095909462978,6,bomba,5,1
11,2.194188741777492,18,branca,550.3329270853069,7.064914296594558,6,girassol,2,1
4,11.184830829979608,11,laranja,468.5975886169034,3.729129183662513,7,girassol,5,0
8,44.806226677165746,12,gatinho,145.9817258067619,1.6712594561834155,2,nenhum,4,1
8,19.52813932059736,24,gatinho,569.2780275351957,7.580851963239242,0,nenhum,0,1
2,40.09422101864063,35,gatinho,214.29455374573695,7.05815651615661,10,girassol,4,1
6,43.01305053583664,24,branca,391.1189686003125,1.955053970734708,8,nenhum,13,0
5,34.87112056392681,27,laranja,445.71193866863786,0.7647498904215793,0,girassol,6,0
3,57.521864481923906,38,branca,13.741296878947384,3.525228860392854,10,bomba,8,1
4,1.2863919973867954,29,gatinho,575.3804076943477,5.411175891949917,5,girassol,11,0
9,44.31915903528853,4,branca,206.66478365241895,1.4031086817595524,8,foguinho,14,0
1,57.52719863642448,16,gatinho,113.86733605873454,4.105701267453984,1,girassol,0,0
10,51.73630376117636,17,preta,510.42467503709884,3.4033239541801334,3,girassol,2,0
6,10.073561508300799,20,gatinho,421.73956969404867,7.124409190155725,1,foguinho,7,1
3,19.609218375103925,21,preta,52.045963574011544,3.4365330624570287,3,foguinho,5,0
1,10.347110392587924,38,preta,70.22674882606172,4.270211149880301,1,foguinho,12,0
10,36.078501828882246,5,preta,429.1151223921894,7.642289568014578,11,foguinho,4,1
5,42.73127891876954,15,gatinho,44.86995357545038,2.3975341269965167,0,girassol,12,0
10,19.02442616178349,1,laranja,550.305261074439,2.311927455535531,10,nenhum,9,1
11,32.370394439057726,0,gatinho,444.9240821685799,6.396760639536342,2,foguinho,1,1
1,41.4552342042717,29,branca,201.2953235801933,2.2203118891517493,7,bomba,2,1
9,25.2803889966629,36,branca,217.76326753520294,6.65492696058564,4,girassol,11,1
1,51.24093182732756,22,laranja,303.89765772246085,0.7642848748931597,3,nenhum,1,0
6,46.29299611726903,0,laranja,216.5816481891241,0.8900899784757472,4,bomba,0,1
0,3.8799326310342397,18,laranja,470.0811308629894,7.210586993302174,5,girassol,6,1
6,37.26751794544974,2,preta,584.8421664609695,4.326498259859482,5,girassol,13,0
9,14.119533057584977,1,laranja,350.71290926291584,5.75051413355391,4,bomba,2,1
4,33.45109588003652,36,laranja,267.62239660051733,1.8023111349003544,11,foguinho,6,1
0,57.413306557977975,16,laranja,133.6644841609303,1.3301949470568664,10,foguinho,11,1
5,52.74372027313501,27,gatinho,392.0600515486801,6.679634097861121,11,bomba,6,1
6,24.270984186907903,17,branca,411.34611708923825,2.8689872561859904,5,nenhum,7,0
0,17.490831500661205,32,branca,411.11436420861827,3.6402609529759555,8,foguinho,0,0
8,14.06434466449554,14,laranja,16.191021521095394,0.22377517820287185,4,girassol,4,1
6,31.950892185391204,21,branca,539.4732603962825,3.0870458735437314,5,girassol,9,0
0,6.85490719548338,26,gatinho,202.863938057506,6.163502464999827,3,nenhum,8,1
2,32.95650048769492,36,branca,446.49945748896545,6.570201418289355,2,girassol,11,1
4,0.08001836944752094,31,preta,455.88414426019193,5.590038311060335,11,foguinho,10,1
3,19.43097784475069,18,gatinho,390.3329872873437,5.5374378683499375,5,nenhum,6,0
1,13.196058829834875,27,branca,236.9199138865753,4.049914132777263,10,foguinho,0,1
0,58.273127397646924,27,branca,365.0305300899153,4.306634634078584,10,nenhum,7,1
3,43.634539174198736,9,gatinho,24.119214754725938,5.941053974505148,4,bomba,2,1
6,20.979202827734262,19,branca,457.13747531274373,1.9784143906217828,3,girassol,12,0
10,5.570705191837231,24,branca,59.75318899700335,1.852136545968448,4,nenhum,3,1
3,31.00803568143744,20,laranja,238.05055547976102,7.599398591312437,6,bomba,3,1
8,12.806872879562539,13,preta,62.17127259897994,0.22151909407020298,0,foguinho,14,1
7,32.18577275390147,21,gatinho,502.2446674914567,1.1157237093214523,0,bomba,9,1
7,50.12174125073355,25,laranja,330.18143606157554,4.562659409609984,10,foguinho,13,1
4,36.94755312608312,10,branca,414.57307210156347,5.902678709586788,0,nenhum,11,0
11,38.02730517270013,6,gatinho,409.5493019055678,4.303128663880094,1,nenhum,7,0
0,32.461817343768686,16,gatinho,504.9637389951027,2.8405119693190732,8,girassol,0,0
8,55.63593795788455,17,preta,79.54164200708081,7.823808954823741,4,girassol,7,1
1,55.9141610652362,6,preta,395.83688424293047,5.630821481062767,8,nenhum,8,0
5,30.763392064413132,19,gatinho,345.0804326421944,6.6511267285366324,4,foguinho,8,1
9,18.345569228610266,37,preta,18.53827354278923,0.3219749935056324,6,foguinho,4,1
4,27.575220352766635,10,preta,120.85374529368154,1.8873608837870695,5,nenhum,3,0
9,11.193474731736941,15,branca,160.54292482693248,2.9933687487326406,1,foguinho,3,1
7,38.18065891908536,26,preta,43.53382525749969,1.4608111846582243,2,nenhum,8,1
10,30.005540146933992,10,preta,212.83188353928088,0.5831941816731776,4,girassol,14,0
2,6.198028668796793,15,laranja,16.321505229285414,1.8007333167574417,3,foguinho,7,0
5,11.858866867176921,22,branca,331.91009535463775,4.269085049896341,10,girassol,9,1
5,28.777917371971608,11,branca,126.90057634787237,5.565961986853642,5,bomba,14,1
9,53.2553394431315,39,gatinho,172.20186330551917,6.192167383720648,7,girassol,9,1
2,33.98344323786584,2,preta,546.2829757027705,0.34348923894173655,7,bomba,11,1
11,40.89210001250825,1,laranja,301.6901094741153,3.4238893777007293,2,girassol,6,0
11,20.341712984634583,37,laranja,161.40835874664953,0.9776926686829386,3,girassol,11,1
11,34.284683582654054,23,branca,359.07705494883976,3.4496030915573748,0,foguinho,2,0
6,26.842789358284044,28,preta,121.00286092049737,3.4718067929623606,1,girassol,3,0
10,39.54779475738964,33,laranja,44.637411458510925,3.9856934936979496,8,nenhum,14,1
3,3.034533964740622,19,gatinho,12.5438126401612,7.142645010105915,11,foguinho,8,1
4,29.59801297433755,17,preta,570.9174272257537,6.440764020992716,9,foguinho,13,1
8,17.759557508638018,13,preta,434.76649448586977,5.093766761091135,9,foguinho,12,1
5,19.571103676674554,17,preta,479.9688889754294,7.083258583468246,1,girassol,7,1
9,57.65504589348369,1,laranja,588.5506369072991,5.4277489320369865,11,foguinho,11,1
3,10.961688762682966,0,branca,558.9772220480637,6.550839686104601,5,bomba,11,1
7,18.674715154715816,19,branca,442.14791918250955,4.510226407873013,6,bomba,0,1
8,30.593554543852306,33,gatinho,416.3922418915916,4.201746013047205,5,girassol,2,0
9,51.78161688897742,10,laranja,202.109998161226,5.792777942179078,7,foguinho,13,0
4,25.000204992382226,26,preta,62.41035107706128,0.15751449580600863,8,nenhum,11,0
1,44.631916853290264,22,gatinho,344.2335290205456,5.5230205730513875,7,nenhum,9,0
5,51.38244589288814,37,gatinho,345.7519770531554,7.476145747234917,4,bomba,1,1
10,18.600981349310935,2,branca,571.3423712494464,5.7115366386140325,7,girassol,1,0
11,23.565011012322596,11,preta,265.5424839970256,0.294349794377748,9,girassol,12,1
7,21.393373421301376,29,preta,414.484574583641,3.0230851261817913,9,girassol,12,1
4,49.97134851707526,30,laranja,344.98237643803304,6.476650418170289,8,girassol,7,1
0,2.6608117172160695,22,laranja,106.05613746062956,7.66886840035536,7,girassol,5,1
7,18.5052653297208,0,laranja,355.23858465295,2.961306845091018,1,foguinho,11,0
8,40.76451345570779,19,gatinho,324.07002561769207,6.729552447015265,1,foguinho,11,1
0,33.92660997392056,5,preta,296.3435963456133,6.910479002412104,11,foguinho,11,1
7,26.17736155762166,10,branca,308.05376018908487,0.9862911946084001,2,nenhum,12,0
9,32.396893633283064,34,gatinho,98.3927831753223,6.766307733749499,6,foguinho,5,1
11,11.855075149699097,3,gatinho,278.08663873840067,2.5939991651089205,8,girassol,3,0
1,25.842997296480622,28,branca,363.39196309295806,4.745901772523339,7,girassol,0,0
3,30.102179050580943,9,branca,293.66951921132363,4.311696954851368,8,nenhum,10,0
1,54.0713473172761,28,laranja,293.2117170756884,5.304430909888965,5,nenhum,6,0
1,15.65010976823858,37,branca,46.51062587579147,5.923717207557842,0,bomba,7,1
9,52.06971012989595,0,branca,114.4644912100318,3.5270487809486406,11,nenhum,1,1
2,38.65448404955892,39,branca,192.5836156653004,7.106486577193059,3,bomba,1,1
7,1.220449864056059,7,branca,251.60819635554395,6.47598737249249,5,foguinho,0,1
3,43.477880213963616,37,laranja,356.3624663151626,6.283368741182878,11,girassol,3,1
6,2.1331126529433053,16,gatinho,518.0070627138364,3.665974735474334,5,bomba,5,1
11,59.84286760882878,18,preta,95.49884285319237,0.3005830867568813,7,bomba,13,1
9,52.35820126147187,32,preta,9.052818126416962,3.9380512510315553,0,bomba,4,1
2,17.84062485240274,14,gatinho,269.54227846554943,7.1875642731534635,10,nenhum,3,1
9,15.444673811802325,30,preta,259.2617384469769,1.523601244860151,1,nenhum,13,0
11,22.886464926336533,20,preta,331.1407310971034,7.860739776084703,1,nenhum,3,1
10,21.37001791886658,2,gatinho,499.93306282290035,6.461524960105371,5,bomba,9,1
2,22.340269103122864,1,preta,481.4163305894868,5.678638338256518,10,foguinho,14,1
1,19.096592767168826,34,preta,60.02597065800672,5.417279663378566,6,girassol,6,0
11,37.268004410899884,15,gatinho,560.3972200060042,4.696207055470101,1,nenhum,6,0
5,9.855819823237438,20,preta,66.24863680466682,5.765362585993056,4,foguinho,1,0
5,50.75887754676079,11,branca,380.7423051205417,3.3752444497545637,5,nenhum,12,0
0,48.74414904187892,27,gatinho,403.44377615734544,6.762304864161037,3,nenhum,6,1
6,28.588992471316224,11,laranja,407.9264923338529,5.570767648762247,0,bomba,1,1
11,51.16379791671286,32,preta,159.21070300523454,6.170024899036393,2,bomba,3,1
3,14.828704201817597,19,laranja,198.20705505899517,6.3398993773278365,9,nenhum,14,1
10,1.0539273422380169,39,preta,329.20612508963814,0.7365603656712203,8,girassol,0,0
11,37.15247550178938,20,branca,119.75249748005903,0.4451261815019034,5,nenhum,4,1
2,27.474564417882924,38,gatinho,12.186280700010732,6.407886947877887,1,girassol,0,1
7,34.02987277775224,35,laranja,337.2866727051454,2.0750721683059696,8,foguinho,3,0
1,53.960364541104184,21,gatinho,279.1671432072044,4.655758460094514,3,nenhum,12,0
8,58.19553441395661,25,laranja,394.0387237340772,3.54968684175189,10,girassol,8,1
7,38.06718838533618,6,preta,88.02034550019596,0.17631362934107386,7,foguinho,12,1
7,45.843335391146304,6,branca,504.55493675391085,0.32225006533017186,9,foguinho,11,1
2,5.028506009229856,7,laranja,87.73289307631637,6.6170019382303655,6,bomba,7,1
3,9.642935093490337,25,laranja,534.8061629280141,4.861420491909791,11,foguinho,5,1
1,43.9922882971786,23,branca,269.71270355742183,4.190744629894759,10,bomba,14,1
1,25.881927383280118,23,branca,329.88315562361686,7.554816667774002,2,foguinho,7,1
3,26.757916224264342,39,branca,537.9488015783933,1.384920207430759,7,foguinho,4,0
5,18.516460898126198,11,branca,179.9478290862402,2.063766717270388,3,girassol,6,0
4,36.44138300866463,7,branca,109.0961977446909,6.053912625885018,1,girassol,7,1
0,11.109902724972155,8,gatinho,267.4509724916722,6.201881823663435,10,bomba,6,1
9,37.614976758833734,2,preta,146.62033711662406,3.2391775715133155,4,nenhum,13,1
0,10.42793142811438,20,preta,316.70634692419026,7.60782747715008,0,girassol,3,1
5,3.829562082582816,30,laranja,165.15471866658987,7.506036621721365,7,foguinho,4,1
2,19.821461321943662,23,branca,518.6937213572742,0.09927772048127625,7,bomba,12,1
2,13.86842052059086,3,gatinho,364.39475535463555,1.3786232187258003,2,bomba,13,1
6,53.33949831337994,19,gatinho,0.14440184574135984,6.56175553347097,0,bomba,9,1
0,3.297207232117596,15,laranja,483.28424080789483,2.6817334786080664,3,foguinho,5,0
0,10.59682155444737,9,branca,198.12740203568754,0.7637014295986271,8,girassol,13,0
9,32.92317633498297,25,preta,192.12479049297426,6.279993395388669,8,nenhum,13,1
2,28.86403145084842,28,branca,229.83768728068043,3.6366680446016755,0,bomba,11,1
7,2.7511211024820925,4,gatinho,378.1575168504484,3.939286293722975,10,foguinho,10,1
0,0.43514568090866845,10,branca,265.2364262365338,1.4909551105293701,6,girassol,5,0
9,59.28407651766899,28,preta,377.18132794182145,5.287160431511422,5,girassol,12,0
3,39.53008202153029,14,preta,88.06843298147542,4.409930544980941,6,nenhum,8,0
8,21.92436785409341,5,laranja,582.0986787144515,1.6533835023126064,6,bomba,9,1
3,28.225934859794478,14,gatinho,437.7637722503183,2.7226520675136543,7,foguinho,13,0
9,15.993007227257216,19,branca,150.12426430702982,4.775034298689376,7,girassol,13,1
7,20.692427021592586,33,branca,434.50194484486553,7.398978043467281,9,foguinho,1,1
6,38.94266803609284,1,laranja,345.0152737569836,7.363010802571933,10,girassol,5,1
2,52.96870793204224,15,laranja,65.51339784210879,2.303247235179864,1,bomba,12,1
6,11.047801384871093,18,laranja,106.91785607287565,5.884967822079079,11,bomba,2,1
6,50.42169032311912,33,gatinho,24.78488515287889,6.204152644190476,11,nenhum,13,1
9,7.293397771096144,13,branca,485.5428430048087,6.470584799862358,11,girassol,1,1
2,12.899533415303473,23,laranja,331.022851557141,4.56609827801184,3,foguinho,5,0
1,2.230517282978759,27,gatinho,190.04918919012715,0.0840639847967024,3,girassol,3,0
8,8.448711725579967,31,branca,75.80694121692002,6.093410283569988,10,foguinho,4,1
0,55.038188727843036,36,preta,290.4275255762275,0.8527795986348004,9,nenhum,4,1
6,27.566324797102716,9,laranja,315.1568080307633,0.9349710897632146,11,girassol,2,1
3,4.659951706701213,8,gatinho,421.1691005883032,4.844998421169222,7,bomba,11,1
1,57.58361028233768,23,branca,581.9623262682549,7.868164168202413,2,foguinho,3,1
1,52.739538465519004,35,branca,260.9673182444248,1.9403157861263987,11,bomba,2,1
7,45.28095125208848,28,laranja,243.62052395662158,5.166487040409661,11,nenhum,6,1
6,56.00836751685347,28,laranja,221.9580027540735,2.429229165900808,2,nenhum,14,0
11,13.20776525014585,22,branca,496.15434538011664,7.189808908884237,1,foguinho,0,1
6,50.18215758060518,26,gatinho,93.79033283954273,4.748135136910912,0,girassol,14,0
4,41.39947178125837,30,preta,206.28774218105366,1.659818621251767,7,bomba,5,1
9,52.185554974061304,6,branca,434.98248292523454,2.0970484035634263,8,bomba,3,1
7,47.81469394455779,3,gatinho,9.416961205467889,3.4598458433449677,8,foguinho,0,1
1,20.7897037906095,13,laranja,173.6284341634168,0.9763484962385016,10,foguinho,0,1
1,46.463912221035336,9,branca,384.8682976528259,0.6298669461078532,7,foguinho,4,0
4,15.747378179093419,33,laranja,111.57125880048282,5.440491165983649,4,nenhum,13,0
0,19.71552978168329,25,preta,181.6263414745627,3.2573204967129623,0,nenhum,4,0
5,6.4743430333785685,22,laranja,291.6270446899375,5.809806334962216,8,bomba,9,1
3,56.104596958828125,8,preta,253.2141395818123,0.8804656035009719,5,girassol,6,0
5,17.460201804016894,36,laranja,63.616313973227314,4.878924383208766,11,foguinho,12,1
6,31.23734791028711,7,laranja,562.9411933533795,3.5464543469579235,6,nenhum,11,0
2,23.47997018797156,13,preta,26.575632349255663,0.4639892356562285,7,girassol,3,0
10,57.59568723501009,6,laranja,449.84565385369075,4.358415826207815,4,foguinho,13,0
7,20.102950256308944,6,gatinho,42.85366265469448,0.6624341977163661,5,girassol,8,1
6,46.71274928536134,8,laranja,280.3774818150476,6.621757982328065,11,foguinho,3,1
0,51.3249692778708,2,branca,105.24677499324662,5.055659723120231,6,girassol,6,0
5,26.136389848857956,13,laranja,84.65867785735517,4.455740270083587,6,bomba,4,1
6,22.690308867175876,16,gatinho,75.53878592503504,1.0677520357572723,1,foguinho,14,0
10,44.864749255957676,21,branca,271.67198201720544,2.299656908032664,10,foguinho,4,1
3,54.77375881837405,25,gatinho,309.2909456323754,3.9430071770823947,11,bomba,5,1
1,45.295903984334295,27,branca,80.03069612570393,5.066268109117504,0,foguinho,7,0
9,13.627581935511937,13,laranja,587.6374381597437,1.4658457499372446,7,foguinho,14,0
8,53.29846484626232,8,gatinho,154.65953211733387,0.07093022506898716,4,nenhum,4,1
6,23.254900046209986,25,laranja,275.3048037616699,2.7580814981543647,9,bomba,14,1
0,34.57376470667606,1,branca,129.7617345611448,3.8629716364499487,1,nenhum,2,0
7,49.886137157562665,10,gatinho,296.3535872697273,1.4754680447744244,2,bomba,5,1
2,11.303686044029533,16,preta,453.6099494791092,3.9373240468416464,5,girassol,13,0
3,47.070608140653185,33,gatinho,312.6612085766971,2.7078868685541497,9,bomba,11,1
11,35.76976787464065,18,laranja,171.38932243083315,3.640717328851262,5,bomba,13,1
